ID_INT,GENDER,AGE,MOTIVATION,ORI_ZONE,DEP_HOUR,DST_ZONE,ARR_HOUR
7543633,2,3,2,Q013,02/02/17 08:10:00,Q013,02/02/17 08:25:00
7543633,2,3,4,Q013,02/02/17 09:30:00,Q005,02/02/17 09:36:00
7543633,2,3,8,Q005,02/02/17 09:50:00,Q013,02/02/17 10:00:00
7543633,2,3,2,Q013,02/02/17 11:00:00,Q009,02/02/17 11:30:00
7543633,2,3,8,Q009,02/02/17 16:00:00,Q013,02/02/17 16:30:00
7543633,2,3,4,Q013,02/02/17 17:00:00,Q005,02/02/17 17:10:00
7543633,2,3,5,Q005,02/02/17 18:05:00,Q013,02/02/17 18:20:00
7543633,2,3,8,Q013,02/02/17 18:23:00,Q013,02/02/17 18:30:00
7543638,1,4,4,Q016,02/02/17 09:30:00,Q016,02/02/17 09:45:00
7543638,1,4,8,Q016,02/02/17 10:45:00,Q016,02/02/17 11:00:00
7543638,1,4,7,Q016,02/02/17 15:00:00,Q017,02/02/17 15:10:00
7543638,1,4,8,Q017,02/02/17 17:50:00,Q016,02/02/17 18:00:00
7543639,1,3,4,Q008,02/02/17 14:00:00,Q007,02/02/17 14:30:00
7543639,1,3,8,Q007,02/02/17 18:30:00,Q008,02/02/17 19:00:00
7543640,1,4,4,Q006,02/02/17 09:00:00,Q005,02/02/17 09:10:00
7543640,1,4,8,Q005,02/02/17 09:50:00,Q006,02/02/17 10:00:00
7543640,1,4,4,Q006,02/02/17 11:00:00,Q011,02/02/17 11:20:00
7543640,1,4,8,Q011,02/02/17 11:40:00,Q006,02/02/17 12:00:00
7543640,1,4,4,Q006,02/02/17 15:00:00,Q014,02/02/17 15:15:00
7543640,1,4,8,Q014,02/02/17 17:45:00,Q006,02/02/17 18:00:00
7543642,2,2,4,Q015,02/02/17 09:00:00,Q015,02/02/17 09:10:00
7543642,2,2,4,Q015,02/02/17 10:00:00,Q015,02/02/17 10:15:00
7543642,2,2,8,Q015,02/02/17 12:10:00,Q015,02/02/17 12:30:00
7543643,1,2,1,Q005,02/02/17 07:00:00,Q014,02/02/17 07:30:00
7543643,1,2,8,Q014,02/02/17 20:30:00,Q005,02/02/17 21:00:00
7543655,1,2,1,Q008,02/02/17 07:00:00,Q009,02/02/17 07:30:00
7543655,1,2,8,Q009,02/02/17 17:30:00,Q008,02/02/17 18:05:00
7543655,1,2,7,Q008,02/02/17 19:00:00,Q001,02/02/17 19:15:00
7543655,1,2,8,Q001,02/02/17 20:45:00,Q008,02/02/17 21:00:00
7543657,1,2,1,Q007,02/02/17 07:00:00,Q003,02/02/17 08:00:00
7543657,1,2,8,Q003,02/02/17 20:30:00,Q007,02/02/17 21:00:00
7543659,1,2,1,Q012,02/02/17 07:15:00,Q023,02/02/17 07:30:00
7543659,1,2,8,Q023,02/02/17 20:45:00,Q012,02/02/17 21:00:00
7543662,2,2,4,Q018,02/02/17 11:00:00,Q018,02/02/17 11:10:00
7543662,2,2,8,Q018,02/02/17 12:05:00,Q018,02/02/17 12:15:00
7543667,2,3,4,Q018,02/02/17 17:00:00,Q020,02/02/17 17:15:00
7543667,2,3,8,Q020,02/02/17 18:15:00,Q018,02/02/17 18:30:00
7543668,2,2,1,Q001,02/02/17 13:55:00,Q001,02/02/17 14:15:00
7543668,2,2,8,Q001,02/02/17 18:30:00,Q001,02/02/17 19:00:00
7543674,1,2,9,Q007,02/02/17 10:00:00,Q011,02/02/17 10:20:00
7543674,1,2,6,Q011,02/02/17 11:30:00,Q009,02/02/17 11:35:00
7543674,1,2,9,Q009,02/02/17 14:00:00,Q011,02/02/17 14:05:00
7543674,1,2,8,Q011,02/02/17 19:10:00,Q007,02/02/17 19:30:00
7543675,1,4,6,Q006,02/02/17 12:00:00,Q001,02/02/17 12:10:00
7543675,1,4,8,Q001,02/02/17 13:20:00,Q006,02/02/17 13:30:00
7543679,1,4,4,Q016,02/02/17 07:30:00,Q016,02/02/17 07:38:00
7543679,1,4,7,Q016,02/02/17 09:00:00,Q006,02/02/17 09:20:00
7543679,1,4,8,Q006,02/02/17 10:35:00,Q016,02/02/17 11:00:00
7543680,2,3,4,Q004,02/02/17 09:30:00,Q005,02/02/17 09:45:00
7543680,2,3,8,Q005,02/02/17 11:15:00,Q004,02/02/17 11:30:00
7543680,2,3,7,Q004,02/02/17 15:30:00,Q004,02/02/17 15:40:00
7543680,2,3,8,Q004,02/02/17 16:20:00,Q004,02/02/17 16:30:00
7543680,2,3,7,Q004,02/02/17 20:15:00,Q004,02/02/17 20:25:00
7543680,2,3,8,Q004,02/02/17 21:15:00,Q004,02/02/17 21:30:00
7543688,2,1,1,Q018,02/02/17 13:00:00,Q016,02/02/17 14:00:00
7543688,2,1,8,Q016,02/02/17 18:00:00,Q018,02/02/17 19:00:00
7543689,1,2,1,Q006,02/02/17 12:55:00,Q009,02/02/17 13:45:00
7543689,1,2,8,Q009,02/02/17 18:20:00,Q006,02/02/17 19:00:00
7543694,2,2,6,Q009,02/02/17 09:30:00,Q009,02/02/17 09:40:00
7543694,2,2,8,Q009,02/02/17 10:05:00,Q009,02/02/17 10:15:00
7543695,2,2,3,Q020,02/02/17 07:15:00,Q009,02/02/17 08:15:00
7543695,2,2,8,Q009,02/02/17 15:00:00,Q020,02/02/17 16:00:00
7543695,2,2,7,Q020,02/02/17 20:30:00,Q022,02/02/17 20:45:00
7543695,2,2,8,Q022,02/02/17 23:45:00,Q020,02/03/17 00:00:00
7543696,2,2,4,Q016,02/02/17 08:00:00,Q016,02/02/17 08:10:00
7543696,2,2,8,Q016,02/02/17 08:20:00,Q016,02/02/17 08:30:00
7543696,2,2,7,Q016,02/02/17 15:00:00,Q001,02/02/17 15:30:00
7543696,2,2,7,Q001,02/02/17 17:00:00,Q016,02/02/17 17:30:00
7543696,2,2,8,Q016,02/02/17 19:45:00,Q016,02/02/17 20:00:00
7543698,1,2,2,Q012,02/02/17 12:55:00,Q003,02/02/17 13:25:00
7543698,1,2,8,Q003,02/02/17 18:30:00,Q012,02/02/17 19:00:00
7543705,2,3,4,Q005,02/02/17 10:00:00,Q005,02/02/17 10:10:00
7543705,2,3,8,Q005,02/02/17 11:40:00,Q005,02/02/17 12:00:00
7543705,2,3,4,Q005,02/02/17 16:30:00,Q005,02/02/17 16:45:00
7543705,2,3,8,Q005,02/02/17 17:45:00,Q005,02/02/17 18:00:00
7543708,2,1,1,Q018,02/02/17 12:05:00,Q015,02/02/17 12:25:00
7543708,2,1,8,Q015,02/02/17 18:40:00,Q018,02/02/17 19:00:00
7543712,1,3,2,Q013,02/02/17 16:00:00,Q009,02/02/17 16:15:00
7543712,1,3,2,Q009,02/02/17 20:30:00,Q015,02/02/17 21:00:00
7543712,1,3,8,Q015,02/02/17 23:30:00,Q013,02/03/17 00:00:00
7543717,1,4,6,Q006,02/02/17 08:00:00,Q003,02/02/17 08:20:00
7543717,1,4,8,Q003,02/02/17 09:20:00,Q006,02/02/17 09:40:00
7543717,1,4,4,Q006,02/02/17 18:00:00,Q006,02/02/17 18:10:00
7543717,1,4,8,Q006,02/02/17 19:00:00,Q006,02/02/17 19:10:00
7543718,1,1,3,Q001,02/02/17 07:30:00,Q003,02/02/17 07:35:00
7543718,1,1,8,Q003,02/02/17 15:55:00,Q001,02/02/17 16:00:00
7543718,1,1,9,Q001,02/02/17 17:00:00,Q003,02/02/17 17:06:00
7543718,1,1,7,Q003,02/02/17 19:00:00,Q011,02/02/17 19:20:00
7543718,1,1,8,Q011,02/02/17 20:50:00,Q001,02/02/17 21:00:00
7543724,1,2,4,Q018,02/02/17 12:00:00,Q007,02/02/17 12:30:00
7543724,1,2,8,Q007,02/02/17 18:30:00,Q018,02/02/17 19:00:00
7543733,1,2,1,Q004,02/02/17 07:30:00,Q014,02/02/17 07:45:00
7543733,1,2,8,Q014,02/02/17 11:50:00,Q004,02/02/17 12:05:00
7543733,1,2,1,Q004,02/02/17 14:00:00,Q014,02/02/17 14:15:00
7543733,1,2,8,Q014,02/02/17 20:45:00,Q004,02/02/17 21:00:00
7543734,1,2,1,Q010,02/02/17 07:00:00,Q007,02/02/17 07:30:00
7543734,1,2,8,Q007,02/02/17 17:00:00,Q010,02/02/17 17:30:00
7543746,1,2,1,Q012,02/02/17 08:00:00,Q023,02/02/17 08:10:00
7543746,1,2,8,Q023,02/02/17 12:50:00,Q012,02/02/17 13:00:00
7543746,1,2,1,Q012,02/02/17 14:00:00,Q023,02/02/17 14:10:00
7543746,1,2,8,Q023,02/02/17 16:50:00,Q012,02/02/17 17:00:00
7543746,1,2,4,Q012,02/02/17 17:30:00,Q011,02/02/17 17:40:00
7543746,1,2,8,Q011,02/02/17 18:50:00,Q012,02/02/17 19:00:00
7543746,1,2,9,Q012,02/02/17 20:00:00,Q012,02/02/17 20:10:00
7543746,1,2,8,Q012,02/02/17 22:50:00,Q012,02/02/17 23:00:00
7543749,2,3,1,Q016,02/02/17 07:30:00,Q012,02/02/17 08:00:00
7543749,2,3,4,Q012,02/02/17 15:30:00,Q014,02/02/17 15:50:00
7543749,2,3,8,Q014,02/02/17 17:20:00,Q016,02/02/17 18:00:00
7543760,1,2,1,Q012,02/02/17 09:00:00,Q009,02/02/17 09:50:00
7543760,1,2,8,Q009,02/02/17 19:20:00,Q012,02/02/17 20:00:00
7543766,1,3,4,Q007,02/02/17 11:00:00,Q007,02/02/17 11:10:00
7543766,1,3,8,Q007,02/02/17 12:20:00,Q007,02/02/17 12:30:00
7543766,1,3,4,Q007,02/02/17 16:00:00,Q007,02/02/17 16:10:00
7543766,1,3,8,Q007,02/02/17 17:50:00,Q007,02/02/17 18:00:00
7543767,1,2,4,Q010,02/02/17 08:30:00,Q013,02/02/17 08:45:00
7543767,1,2,8,Q013,02/02/17 19:20:00,Q010,02/02/17 19:30:00
7543768,2,1,3,Q019,02/02/17 07:00:00,Q001,02/02/17 08:00:00
7543768,2,1,8,Q001,02/02/17 15:30:00,Q019,02/02/17 16:30:00
7543772,2,3,4,Q008,02/02/17 11:00:00,Q008,02/02/17 11:15:00
7543772,2,3,8,Q008,02/02/17 12:00:00,Q008,02/02/17 12:30:00
7543774,1,2,4,Q005,02/02/17 10:30:00,Q005,02/02/17 10:40:00
7543774,1,2,8,Q005,02/02/17 11:05:00,Q005,02/02/17 11:15:00
7543774,1,2,4,Q005,02/02/17 17:00:00,Q005,02/02/17 17:10:00
7543774,1,2,8,Q005,02/02/17 17:50:00,Q005,02/02/17 18:00:00
7543780,1,4,4,Q001,02/02/17 11:00:00,Q001,02/02/17 11:10:00
7543780,1,4,8,Q001,02/02/17 12:20:00,Q001,02/02/17 12:30:00
7543780,1,4,4,Q001,02/02/17 19:00:00,Q004,02/02/17 19:30:00
7543780,1,4,8,Q004,02/02/17 19:35:00,Q001,02/02/17 20:00:00
7543785,1,3,1,Q016,02/02/17 07:00:00,Q001,02/02/17 08:00:00
7543785,1,3,8,Q001,02/02/17 16:00:00,Q016,02/02/17 17:00:00
7543785,1,3,4,Q016,02/02/17 17:15:00,Q016,02/02/17 17:25:00
7543785,1,3,8,Q016,02/02/17 17:50:00,Q016,02/02/17 18:00:00
7543789,2,3,1,Q010,02/02/17 07:30:00,Q012,02/02/17 07:40:00
7543789,2,3,8,Q012,02/02/17 12:50:00,Q010,02/02/17 13:00:00
7543789,2,3,1,Q010,02/02/17 14:20:00,Q011,02/02/17 14:30:00
7543789,2,3,8,Q011,02/02/17 18:50:00,Q010,02/02/17 19:00:00
7543790,1,3,1,Q003,02/02/17 08:15:00,Q001,02/02/17 08:45:00
7543790,1,3,4,Q001,02/02/17 12:30:00,Q001,02/02/17 12:37:00
7543790,1,3,1,Q001,02/02/17 13:00:00,Q001,02/02/17 13:05:00
7543790,1,3,8,Q001,02/02/17 15:00:00,Q003,02/02/17 15:30:00
7543791,1,4,4,Q008,02/02/17 10:30:00,Q007,02/02/17 10:40:00
7543791,1,4,8,Q007,02/02/17 11:45:00,Q008,02/02/17 12:00:00
7543794,2,4,4,Q003,02/02/17 08:30:00,Q004,02/02/17 08:35:00
7543794,2,4,8,Q004,02/02/17 11:55:00,Q003,02/02/17 12:00:00
7543794,2,4,10,Q003,02/02/17 14:30:00,Q003,02/02/17 14:40:00
7543794,2,4,8,Q003,02/02/17 18:50:00,Q003,02/02/17 19:00:00
7543796,1,2,4,Q014,02/02/17 11:00:00,Q013,02/02/17 11:10:00
7543796,1,2,8,Q013,02/02/17 12:15:00,Q014,02/02/17 12:30:00
7543796,1,2,5,Q014,02/02/17 17:05:00,Q005,02/02/17 17:15:00
7543796,1,2,8,Q005,02/02/17 18:50:00,Q014,02/02/17 19:00:00
7543803,2,3,1,Q014,02/02/17 08:00:00,Q013,02/02/17 08:10:00
7543803,2,3,8,Q013,02/02/17 19:20:00,Q014,02/02/17 19:30:00
7543804,2,3,1,Q016,02/02/17 08:00:00,Q022,02/02/17 08:10:00
7543804,2,3,8,Q022,02/02/17 12:50:00,Q016,02/02/17 13:00:00
7543808,2,2,5,Q019,02/02/17 16:00:00,Q018,02/02/17 16:06:00
7543808,2,2,8,Q018,02/02/17 16:40:00,Q019,02/02/17 16:45:00
7543810,1,2,1,Q023,02/02/17 07:30:00,Q021,02/02/17 07:40:00
7543810,1,2,8,Q021,02/02/17 12:00:00,Q023,02/02/17 12:10:00
7543810,1,2,1,Q023,02/02/17 12:35:00,Q021,02/02/17 12:45:00
7543810,1,2,8,Q021,02/02/17 17:00:00,Q023,02/02/17 17:10:00
7543810,1,2,9,Q023,02/02/17 20:15:00,Q023,02/02/17 20:21:00
7543810,1,2,8,Q023,02/02/17 20:55:00,Q023,02/02/17 21:00:00
7543815,2,3,4,Q006,02/02/17 12:00:00,Q006,02/02/17 12:05:00
7543815,2,3,8,Q006,02/02/17 14:25:00,Q006,02/02/17 14:30:00
7543815,2,3,4,Q006,02/02/17 16:00:00,Q006,02/02/17 16:10:00
7543815,2,3,8,Q006,02/02/17 17:55:00,Q006,02/02/17 18:00:00
7543815,2,3,9,Q006,02/02/17 20:00:00,Q013,02/02/17 20:10:00
7543815,2,3,8,Q013,02/02/17 21:50:00,Q006,02/02/17 22:00:00
7543816,1,2,2,Q007,02/02/17 07:30:00,Q005,02/02/17 08:00:00
7543816,1,2,8,Q005,02/02/17 20:30:00,Q007,02/02/17 21:00:00
7543824,1,2,7,Q010,02/02/17 11:00:00,Q001,02/02/17 11:10:00
7543829,2,2,1,Q019,02/02/17 08:20:00,Q016,02/02/17 08:45:00
7543829,2,2,8,Q016,02/02/17 17:30:00,Q019,02/02/17 18:00:00
7543831,2,2,7,Q007,02/02/17 07:35:00,Q001,02/02/17 08:05:00
7543831,2,2,8,Q001,02/02/17 20:30:00,Q007,02/02/17 21:00:00
7543833,2,3,4,Q003,02/02/17 11:00:00,Q003,02/02/17 11:15:00
7543833,2,3,7,Q003,02/02/17 12:00:00,Q003,02/02/17 12:15:00
7543833,2,3,8,Q003,02/02/17 13:30:00,Q003,02/02/17 13:50:00
7543837,1,1,3,Q012,02/02/17 07:30:00,Q009,02/02/17 08:00:00
7543837,1,1,8,Q009,02/02/17 13:30:00,Q012,02/02/17 14:10:00
7543842,2,3,4,Q022,02/02/17 11:05:00,Q001,02/02/17 12:05:00
7543842,2,3,8,Q001,02/02/17 13:15:00,Q022,02/02/17 13:30:00
7543842,2,3,4,Q022,02/02/17 16:30:00,Q001,02/02/17 17:00:00
7543842,2,3,8,Q001,02/02/17 17:50:00,Q022,02/02/17 19:00:00
7543856,2,2,1,Q006,02/02/17 08:15:00,Q007,02/02/17 08:45:00
7543856,2,2,8,Q007,02/02/17 18:00:00,Q006,02/02/17 18:30:00
7543859,2,3,1,Q002,02/02/17 07:30:00,Q009,02/02/17 07:45:00
7543859,2,3,8,Q009,02/02/17 10:15:00,Q002,02/02/17 10:40:00
7543859,2,3,4,Q002,02/02/17 15:30:00,Q001,02/02/17 15:50:00
7543859,2,3,8,Q001,02/02/17 16:10:00,Q002,02/02/17 16:30:00
7543860,2,2,1,Q019,02/02/17 09:45:00,Q018,02/02/17 09:50:00
7543860,2,2,8,Q018,02/02/17 16:10:00,Q019,02/02/17 16:15:00
7543861,2,2,1,Q011,02/02/17 07:30:00,Q007,02/02/17 08:15:00
7543861,2,2,8,Q007,02/02/17 20:00:00,Q011,02/02/17 21:00:00
7543863,1,2,7,Q004,02/02/17 18:15:00,Q005,02/02/17 18:25:00
7543863,1,2,8,Q005,02/02/17 18:50:00,Q004,02/02/17 19:00:00
7543863,1,2,4,Q004,02/02/17 19:30:00,Q005,02/02/17 19:35:00
7543863,1,2,8,Q005,02/02/17 20:50:00,Q004,02/02/17 21:00:00
7543864,1,3,1,Q012,02/02/17 06:00:00,Q006,02/02/17 06:40:00
7543864,1,3,8,Q006,02/02/17 18:00:00,Q012,02/02/17 18:30:00
7543868,2,2,4,Q016,02/02/17 07:00:00,Q006,02/02/17 07:30:00
7543868,2,2,8,Q006,02/02/17 11:35:00,Q016,02/02/17 12:05:00
7543868,2,2,6,Q016,02/02/17 13:00:00,Q006,02/02/17 13:30:00
7543868,2,2,8,Q006,02/02/17 16:00:00,Q016,02/02/17 16:30:00
7543870,2,2,1,Q010,02/02/17 07:45:00,Q020,02/02/17 08:35:00
7543870,2,2,5,Q020,02/02/17 16:30:00,Q023,02/02/17 17:15:00
7543870,2,2,8,Q023,02/02/17 20:50:00,Q010,02/02/17 21:00:00
7543871,1,2,1,Q016,02/02/17 07:45:00,Q016,02/02/17 07:55:00
7543871,1,2,8,Q016,02/02/17 10:50:00,Q016,02/02/17 11:00:00
7543871,1,2,7,Q016,02/02/17 19:00:00,Q006,02/02/17 19:15:00
7543871,1,2,8,Q006,02/02/17 20:45:00,Q016,02/02/17 21:00:00
7543882,1,2,3,Q013,02/02/17 10:30:00,Q001,02/02/17 11:00:00
7543882,1,2,8,Q001,02/02/17 18:45:00,Q013,02/02/17 19:00:00
7543889,1,2,3,Q016,02/02/17 07:30:00,Q003,02/02/17 08:25:00
7543889,1,2,8,Q003,02/02/17 15:20:00,Q016,02/02/17 16:00:00
7543891,1,2,1,Q017,02/02/17 12:55:00,Q023,02/02/17 13:15:00
7543891,1,2,7,Q023,02/02/17 22:30:00,Q004,02/02/17 22:45:00
7543891,1,2,5,Q004,02/03/17 00:00:00,Q015,02/02/17 00:20:00
7543891,1,2,11,Q015,02/02/17 00:30:00,Q017,02/02/17 01:00:00
7543894,1,3,4,Q014,02/02/17 10:35:00,Q014,02/02/17 10:50:00
7543894,1,3,8,Q014,02/02/17 12:50:00,Q014,02/02/17 13:00:00
7543894,1,3,9,Q014,02/02/17 17:00:00,Q014,02/02/17 17:20:00
7543894,1,3,7,Q014,02/02/17 18:15:00,Q014,02/02/17 18:45:00
7543894,1,3,8,Q014,02/02/17 18:50:00,Q014,02/02/17 19:00:00
7543897,1,2,1,Q018,02/02/17 05:10:00,Q016,02/02/17 05:30:00
7543897,1,2,8,Q016,02/02/17 14:10:00,Q018,02/02/17 14:30:00
7543897,1,2,5,Q018,02/02/17 16:25:00,Q018,02/02/17 16:35:00
7543897,1,2,8,Q018,02/02/17 16:40:00,Q018,02/02/17 16:50:00
7543903,1,3,2,Q005,02/02/17 08:30:00,Q004,02/02/17 08:40:00
7543903,1,3,2,Q004,02/02/17 09:15:00,Q012,02/02/17 09:25:00
7543903,1,3,2,Q012,02/02/17 10:00:00,Q009,02/02/17 10:15:00
7543903,1,3,2,Q009,02/02/17 10:40:00,Q008,02/02/17 10:55:00
7543903,1,3,8,Q008,02/02/17 18:10:00,Q005,02/02/17 18:30:00
7543910,1,2,2,Q006,02/02/17 08:30:00,Q016,02/02/17 08:45:00
7543910,1,2,8,Q016,02/02/17 12:45:00,Q006,02/02/17 13:00:00
7543916,1,3,1,Q009,02/02/17 08:10:00,Q010,02/02/17 08:20:00
7543916,1,3,8,Q010,02/02/17 22:10:00,Q009,02/02/17 22:30:00
7543927,2,2,5,Q014,02/02/17 16:30:00,Q006,02/02/17 16:40:00
7543927,2,2,8,Q006,02/02/17 18:20:00,Q014,02/02/17 18:30:00
7543931,1,2,1,Q017,02/02/17 08:00:00,Q017,02/02/17 08:10:00
7543931,1,2,8,Q017,02/02/17 20:45:00,Q017,02/02/17 21:00:00
7543937,2,2,1,Q007,02/02/17 06:15:00,Q013,02/02/17 07:30:00
7543937,2,2,8,Q013,02/02/17 15:00:00,Q007,02/02/17 16:00:00
7543937,2,2,5,Q007,02/02/17 16:20:00,Q007,02/02/17 16:30:00
7543937,2,2,8,Q007,02/02/17 16:50:00,Q007,02/02/17 17:00:00
7543937,2,2,5,Q007,02/02/17 17:05:00,Q007,02/02/17 17:15:00
7543937,2,2,8,Q007,02/02/17 19:20:00,Q007,02/02/17 19:30:00
7543938,1,2,1,Q020,02/02/17 08:05:00,Q009,02/02/17 08:50:00
7543938,1,2,8,Q009,02/02/17 20:30:00,Q020,02/02/17 21:00:00
7543941,1,2,1,Q006,02/02/17 08:00:00,Q001,02/02/17 08:20:00
7543941,1,2,7,Q001,02/02/17 19:00:00,Q013,02/02/17 19:10:00
7543941,1,2,8,Q013,02/02/17 20:40:00,Q006,02/02/17 21:00:00
7543942,1,3,4,Q023,02/02/17 08:00:00,Q010,02/02/17 08:08:00
7543942,1,3,8,Q010,02/02/17 10:50:00,Q023,02/02/17 11:00:00
7543942,1,3,4,Q023,02/02/17 16:00:00,Q011,02/02/17 16:05:00
7543942,1,3,8,Q011,02/02/17 18:55:00,Q023,02/02/17 19:00:00
7543965,2,3,4,Q012,02/02/17 08:00:00,Q011,02/02/17 08:15:00
7543965,2,3,8,Q011,02/02/17 09:45:00,Q012,02/02/17 10:00:00
7543965,2,3,7,Q012,02/02/17 17:30:00,Q012,02/02/17 17:50:00
7543965,2,3,8,Q012,02/02/17 18:40:00,Q012,02/02/17 19:00:00
7543970,2,2,1,Q015,02/02/17 08:00:00,Q001,02/02/17 08:45:00
7543970,2,2,8,Q001,02/02/17 20:00:00,Q015,02/02/17 21:00:00
7543971,1,2,1,Q009,02/02/17 08:05:00,Q009,02/02/17 08:15:00
7543971,1,2,8,Q009,02/02/17 19:50:00,Q009,02/02/17 20:00:00
7543974,1,3,1,Q014,02/02/17 14:00:00,Q001,02/02/17 14:10:00
7543974,1,3,8,Q001,02/02/17 23:00:00,Q014,02/02/17 23:15:00
7543976,2,2,4,Q014,02/02/17 10:00:00,Q014,02/02/17 10:15:00
7543976,2,2,8,Q014,02/02/17 18:00:00,Q014,02/02/17 19:00:00
7543981,1,2,4,Q002,02/02/17 16:05:00,Q016,02/02/17 16:15:00
7543981,1,2,8,Q016,02/02/17 16:45:00,Q002,02/02/17 16:50:00
7543985,1,2,4,Q004,02/02/17 14:00:00,Q004,02/02/17 14:30:00
7543985,1,2,8,Q004,02/02/17 18:30:00,Q004,02/02/17 19:00:00
7543994,2,2,4,Q001,02/02/17 10:30:00,Q001,02/02/17 10:40:00
7543994,2,2,8,Q001,02/02/17 11:30:00,Q001,02/02/17 11:40:00
7544003,1,2,3,Q001,02/02/17 08:00:00,Q010,02/02/17 08:30:00
7544003,1,2,8,Q010,02/02/17 11:10:00,Q001,02/02/17 11:40:00
7544003,1,2,7,Q001,02/02/17 19:00:00,Q001,02/02/17 19:10:00
7544003,1,2,8,Q001,02/02/17 20:50:00,Q001,02/02/17 21:00:00
7544004,1,2,1,Q008,02/02/17 08:00:00,Q008,02/02/17 08:15:00
7544004,1,2,2,Q008,02/02/17 11:00:00,Q011,02/02/17 12:00:00
7544004,1,2,2,Q011,02/02/17 17:15:00,Q008,02/02/17 18:00:00
7544004,1,2,8,Q008,02/02/17 20:50:00,Q008,02/02/17 21:00:00
7544006,2,2,4,Q004,02/02/17 10:00:00,Q004,02/02/17 10:10:00
7544006,2,2,8,Q004,02/02/17 10:50:00,Q004,02/02/17 11:00:00
7544007,1,3,1,Q006,02/02/17 07:30:00,Q007,02/02/17 07:50:00
7544007,1,3,8,Q007,02/02/17 17:30:00,Q006,02/02/17 18:00:00
7544017,1,2,1,Q002,02/02/17 08:00:00,Q012,02/02/17 08:30:00
7544017,1,2,8,Q012,02/02/17 20:30:00,Q002,02/02/17 21:00:00
7544021,1,3,4,Q008,02/02/17 10:00:00,Q008,02/02/17 10:10:00
7544021,1,3,8,Q008,02/02/17 17:40:00,Q008,02/02/17 18:00:00
7544027,1,2,4,Q021,02/02/17 17:10:00,Q023,02/02/17 17:40:00
7544028,1,4,4,Q017,02/02/17 09:30:00,Q016,02/02/17 09:35:00
7544028,1,4,8,Q016,02/02/17 11:55:00,Q017,02/02/17 12:00:00
7544028,1,4,7,Q017,02/02/17 14:30:00,Q006,02/02/17 14:40:00
7544028,1,4,8,Q006,02/02/17 18:50:00,Q017,02/02/17 19:00:00
7544029,2,3,4,Q006,02/02/17 11:00:00,Q003,02/02/17 11:20:00
7544029,2,3,8,Q003,02/02/17 12:10:00,Q006,02/02/17 12:30:00
7544030,2,3,4,Q016,02/02/17 09:30:00,Q016,02/02/17 09:45:00
7544030,2,3,8,Q016,02/02/17 12:30:00,Q016,02/02/17 13:00:00
7544043,2,2,4,Q006,02/02/17 12:00:00,Q006,02/02/17 12:10:00
7544043,2,2,8,Q006,02/02/17 12:55:00,Q006,02/02/17 13:00:00
7544043,2,2,5,Q006,02/02/17 16:45:00,Q014,02/02/17 16:57:00
7544043,2,2,4,Q014,02/02/17 17:00:00,Q014,02/02/17 17:05:00
7544043,2,2,8,Q014,02/02/17 17:25:00,Q006,02/02/17 17:30:00
7544044,2,3,4,Q017,02/02/17 11:00:00,Q012,02/02/17 11:30:00
7544044,2,3,8,Q012,02/02/17 12:30:00,Q017,02/02/17 13:00:00
7544044,2,3,4,Q017,02/02/17 16:00:00,Q007,02/02/17 16:20:00
7544044,2,3,8,Q007,02/02/17 17:35:00,Q017,02/02/17 18:00:00
7544050,1,1,3,Q013,02/02/17 07:25:00,Q017,02/02/17 08:00:00
7544050,1,1,8,Q017,02/02/17 16:00:00,Q013,02/02/17 16:30:00
7544051,2,3,7,Q012,02/02/17 10:30:00,Q011,02/02/17 10:40:00
7544051,2,3,8,Q011,02/02/17 12:15:00,Q012,02/02/17 12:30:00
7544051,2,3,4,Q012,02/02/17 16:30:00,Q012,02/02/17 16:40:00
7544051,2,3,7,Q012,02/02/17 16:45:00,Q001,02/02/17 17:00:00
7544051,2,3,8,Q001,02/02/17 19:10:00,Q012,02/02/17 19:30:00
7544054,1,4,4,Q001,02/02/17 07:30:00,Q001,02/02/17 07:45:00
7544054,1,4,8,Q001,02/02/17 11:40:00,Q001,02/02/17 12:00:00
7544054,1,4,4,Q001,02/02/17 16:00:00,Q010,02/02/17 16:20:00
7544054,1,4,8,Q010,02/02/17 19:40:00,Q001,02/02/17 20:00:00
7544055,2,3,7,Q019,02/02/17 07:45:00,Q001,02/02/17 08:35:00
7544055,2,3,8,Q001,02/02/17 11:40:00,Q019,02/02/17 12:30:00
7544056,2,2,1,Q011,02/02/17 08:15:00,Q001,02/02/17 08:30:00
7544056,2,2,8,Q001,02/02/17 20:40:00,Q011,02/02/17 21:00:00
7544061,2,2,1,Q023,02/02/17 08:15:00,Q010,02/02/17 09:00:00
7544061,2,2,8,Q010,02/02/17 14:15:00,Q023,02/02/17 15:00:00
7544061,2,2,5,Q023,02/02/17 16:20:00,Q010,02/02/17 16:30:00
7544061,2,2,8,Q010,02/02/17 16:40:00,Q023,02/02/17 16:50:00
7544062,1,1,3,Q017,02/02/17 10:00:00,Q001,02/02/17 10:30:00
7544062,1,1,7,Q001,02/02/17 16:00:00,Q016,02/02/17 16:30:00
7544062,1,1,8,Q016,02/02/17 17:40:00,Q017,02/02/17 18:00:00
7544073,2,3,4,Q005,02/02/17 12:00:00,Q005,02/02/17 12:07:00
